OBJECTID,SITE_NAME_radius,X_radius,Y_radius,EXTENT_EASTING_1_radius,EXTENT_NORTHING_1_radius,EXTENT_EASTING_2_radius,EXTENT_NORTHING_2_radius,LATIN_NAME_radius,COMMON_NAME_radius,FULL_COMMON_NAME_radius,TREE_SPECIES_radius,CROWN_WIDTH_radius,CROWN_HEIGHT_radius,DBH_radius,PLANTING_SEASON_radius,CROWN_AREA_MIDPOINT,SENSOR_ID,ASSET_ID,SITE_NAME_full,PLOT_NO,FEATURE_ID,LOCATION,TYPE,PRIM_MEAS,UNIT,SITE_CODE,FEAT_GP,X_full,Y_full,DEAD,CLASSIFICATION,EXTENT_EASTING_1_full,EXTENT_NORTHING_1_full,EXTENT_EASTING_2_full,EXTENT_NORTHING_2_full,LAYERS,LATIN_CODE,LATIN_NAME_full,FEATURE_TYPE_NAME,COMMON_NAME_full,FULL_COMMON_NAME_full,CROWN_HEIGHT_full,CROWN_WIDTH_full,CROWN_AREA,DBH_full,LOCATION_RISK_ZONE,EPICORMIC,INSURANCE_CLAIM_HISTORY,CENTRAL_ASSET_ID,CONTRACT_AREA_NAME,CUSTOMER,DEAD_FLAG,FEATURE_GROUP,FEATURE_GROUP_CODE,FEATURETYPECODE,NOTES,REVISION_NO,TREE_SPECIES_full,TREE_MODIFIED_RISK,CANOPY_SIZE_AT_MATURITY,SPONSORSHIP,SPONSORSHIP_PACKAGE,PLANTING_SEASON_full,PLANTING_FUNDER,PLANTING_NOTES,SPECIES_NOTES,TREE_TYPE,JOBS_REQUIRED,SERVICES_VISIBILITY,CONSTRAINTS,CANCELLATION_REASON,NOTES_FOR_STATUS,CANCELLATION_NOTES,created_user,created_date,last_edited_user,last_edited_date,DBH_clean,CROWN_HEIGHT_clean,tree_group,CROWN_HEIGHT_interpolated,height_imputed_flag,height_model_source,height_model_group
26619681,Champion Square,359587.72,173355.42,359587.72,173355.42,359587.72,173355.42,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,23.0,28.0,0.71,Not Applicable,,500,PK00285829,Champion Square,200003.0,,,PK: Tree - Parks and Green Spa,1,Number,4596574,TR,359587.72,173355.42,N,RY04,359587.72,173355.42,359587.72,173355.42,,PLAC,Platanus x acerifolia,,Plane,London plane,28 Metres,23 Metres,,71 Centimetres,Risk Zone C (4),,No Code Allocated,PK00285829,,,N,,TR,,,,Platanus x acerifolia,Risk Zone C (4),Not Applicable,No Code Allocated,,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,,Not Applicable,PARKS_EDIT,2026/03/10 05:14:23+00,PARKS_EDIT,2026/03/10 05:14:23+00,71.0,28.0,deciduous,28.0,0.0,observed,observed
26619682,Champion Square,359562.31,173367.08,359562.31,173367.08,359562.31,173367.08,Platanus x acerifolia,,,Platanus x acerifolia,18.0,22.0,0.65,Not Applicable,,500,PK00292929,Champion Square,200004.0,,,PK: Tree - Highways Adopted,1,Number,4596574,TR,359562.31,173367.08,N,RY04,359562.31,173367.08,359562.31,173367.08,,PXA,Platanus x acerifolia,,,,22 Metres,18 Metres,,65 Centimetres,Risk Zone C (4),,No Code Allocated,PK00292929,,,N,,TR,,,,Platanus x acerifolia,Risk Zone C (4),Not Applicable,No Code Allocated,,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,,Not Applicable,PARKS_EDIT,2026/03/10 05:14:23+00,PARKS_EDIT,2026/03/10 05:14:23+00,65.0,22.0,other,22.0,0.0,observed,observed
26619683,Champion Square,359586.09,173386.8,359586.09,173386.8,359586.09,173386.8,Platanus x acerifolia,,,Platanus x acerifolia,20.0,25.0,1.0,Not Applicable,,500,PK00292930,Champion Square,200005.0,,,PK: Tree - Highways Adopted,1,Number,4596574,TR,359586.09,173386.8,N,RY04,359586.09,173386.8,359586.09,173386.8,,PXA,Platanus x acerifolia,,,,25 Metres,20 Metres,,100 Centimetres,Risk Zone C (4),,No Code Allocated,PK00292930,,,N,,TR,,,,Platanus x acerifolia,Risk Zone C (4),Not Applicable,No Code Allocated,,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,,Not Applicable,PARKS_EDIT,2026/03/10 05:14:23+00,PARKS_EDIT,2026/03/10 05:14:23+00,100.0,25.0,other,25.0,0.0,observed,observed
26619684,Champion Square,359599.46,173399.81,359599.46,173399.81,359599.46,173399.81,Platanus x acerifolia,,,Platanus x acerifolia,18.0,22.0,0.9,Not Applicable,,500,PK00292931,Champion Square,200006.0,,,PK: Tree - Highways Adopted,1,Number,4596574,TR,359599.46,173399.81,N,RY04,359599.46,173399.81,359599.46,173399.81,,PXA,Platanus x acerifolia,,,,22 Metres,18 Metres,,90 Centimetres,Risk Zone D (5),,No Code Allocated,PK00292931,,,N,,TR,,,,Platanus x acerifolia,Risk Zone D (5),Not Applicable,No Code Allocated,,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,,Not Applicable,PARKS_EDIT,2026/03/10 05:14:23+00,PARKS_EDIT,2026/03/10 05:14:23+00,90.0,22.0,other,22.0,0.0,observed,observed
26619695,Champion Square,359515.35,173359.34,359515.35,173359.34,359515.35,173359.34,Platanus x acerifolia,,,Platanus x acerifolia,22.0,25.0,0.9,Not Applicable,,500,PK00292937,Champion Square,200007.0,,,PK: Tree - Highways Adopted,1,Number,4596574,TR,359515.35,173359.34,N,RY04,359515.35,173359.34,359515.35,173359.34,,PXA,Platanus x acerifolia,,,,25 Metres,22 Metres,,90 Centimetres,Risk Zone B (3),,No Code Allocated,PK00292937,,,N,,TR,,,,Platanus x acerifolia,Risk Zone B (3),Not Applicable,No Code Allocated,,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,,Not Applicable,PARKS_EDIT,2026/03/10 05:14:23+00,PARKS_EDIT,2026/03/10 05:14:23+00,90.0,25.0,other,25.0,0.0,observed,observed
26619696,Champion Square,359509.46,173352.93,359509.46,173352.93,359509.46,173352.93,Platanus x acerifolia,,,Platanus x acerifolia,19.0,23.0,0.86,Not Applicable,,500,PK00292933,Champion Square,200008.0,,,PK: Tree - Highways Adopted,1,Number,4596574,TR,359509.46,173352.93,N,RY04,359509.46,173352.93,359509.46,173352.93,,PXA,Platanus x acerifolia,,,,23 Metres,19 Metres,,86 Centimetres,Risk Zone B (3),,No Code Allocated,PK00292933,,,N,,TR,,,,Platanus x acerifolia,Risk Zone B (3),Not Applicable,No Code Allocated,,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,,Not Applicable,PARKS_EDIT,2026/03/10 05:14:23+00,PARKS_EDIT,2026/03/10 05:14:23+00,86.0,23.0,other,23.0,0.0,observed,observed
26619903,Fishponds Road,362820.21,175492.98,362820.21,175492.98,362820.21,175492.98,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,6.0,6.0,,Planting Season 11/12,,463,PK00213783,Fishponds Road,200095.0,,,PK: Tree - Highways Adopted,1,Number,4560519,TR,362820.21,175492.98,N,RY04,362820.21,175492.98,362820.21,175492.98,,PLAC,Platanus x acerifolia,,Plane,London plane,6 Metres,6 Metres,,No Code Allocated,Risk Zone B (3),,No Code Allocated,PK00213783,,,N,,TR,,,,Platanus x acerifolia,Risk Zone B (3),Extra Large,No Code Allocated,,Planting Season 11/12,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,,Not Applicable,PARKS_EDIT,2026/03/10 05:14:23+00,PARKS_EDIT,2026/03/10 05:14:23+00,,6.0,deciduous,6.0,0.0,observed,observed
26619926,Fishponds Road,362695.53,175438.09,362695.53,175438.09,362695.53,175438.09,Tilia x europea,Lime,European lime,Tilia x europea,8.0,10.0,0.48,Not Applicable,60.05,463,PK00054279,Fishponds Road,200042.0,,,PK: Tree - Highways Adopted,1,Number,4560519,TR,362695.53,175438.09,N,RY04,362695.53,175438.09,362695.53,175438.09,,TIXE,Tilia x europea,,Lime,European lime,10 Metres,8 Metres,20.1 - 100 M2 (New),48 Centimetres,Risk Zone B (3),,No Code Allocated,PK00054279,,,N,,TR,,,,Tilia x europea,Risk Zone B (3),Not Applicable,No Code Allocated,,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,,Not Applicable,PARKS_EDIT,2026/03/10 05:14:23+00,PARKS_EDIT,2026/03/10 05:14:23+00,48.0,10.0,deciduous,10.0,0.0,observed,observed
26619927,Fishponds Road,362938.99,175598.77,362938.99,175598.77,362938.99,175598.77,Prunus Kanzan,Cherry,Kanzan cherry,Prunus Kanzan,,,0.06,Planting Season 19/20,,463,PK00288239,Fishponds Road,200043.5,,,PK: Tree - Highways Adopted,1,Number,4560519,TR,362938.99,175598.77,N,RY04,362938.99,175598.77,362938.99,175598.77,,PRKA,Prunus Kanzan,,Cherry,Kanzan cherry,No Code Allocated,No Code Allocated,,6 Centimetres,Risk Zone B (3),,No Code Allocated,PK00288239,,,N,,TR,,,,Prunus Kanzan,Risk Zone B (3),Medium,Adopted,,Planting Season 19/20,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,,Not Applicable,PARKS_EDIT,2026/03/10 05:14:23+00,PARKS_EDIT,2026/03/10 05:14:23+00,6.0,,deciduous,2.494782431116117,1.0,species_log,Cherry
26619928,Fishponds Road,362942.77,175600.77,362942.77,175600.77,362942.77,175600.77,Prunus - Species Unknown,Cherry,Unidentified cherry,Prunus - Species Unknown,5.0,5.0,0.17,Not Applicable,60.05,463,PK00054281,Fishponds Road,200044.0,,,PK: Tree - Highways Adopted,1,Number,4560519,TR,362942.77,175600.77,N,RY04,362942.77,175600.77,362942.77,175600.77,,PRZZ,Prunus - Species Unknown,,Cherry,Unidentified cherry,5 Metres,5 Metres,20.1 - 100 M2 (New),17 Centimetres,Risk Zone B (3),,No Code Allocated,PK00054281,,,N,,TR,,,,Prunus - Species Unknown,Risk Zone B (3),Not Applicable,No Code Allocated,,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,,Not Applicable,PARKS_EDIT,2026/03/10 05:14:23+00,PARKS_EDIT,2026/03/10 05:14:23+00,17.0,5.0,deciduous,5.0,0.0,observed,observed
26619929,Fishponds Road,362948.44,175604.55,362948.44,175604.55,362948.44,175604.55,Prunus Kanzan,Cherry,Kanzan cherry,Prunus Kanzan,5.0,5.0,0.14,Not Applicable,60.05,463,PK00054282,Fishponds Road,200045.0,,,PK: Tree - Highways Adopted,1,Number,4560519,TR,362948.44,175604.55,N,RY04,362948.44,175604.55,362948.44,175604.55,,PRKA,Prunus Kanzan,,Cherry,Kanzan cherry,5 Metres,5 Metres,20.1 - 100 M2 (New),14 Centimetres,Risk Zone B (3),,No Code Allocated,PK00054282,,,N,,TR,,,,Prunus Kanzan,Risk Zone B (3),Not Applicable,No Code Allocated,,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,,Not Applicable,PARKS_EDIT,2026/03/10 05:14:23+00,PARKS_EDIT,2026/03/10 05:14:23+00,14.0,5.0,deciduous,5.0,0.0,observed,observed
26619930,Fishponds Road,362951.27,175606.68,362951.27,175606.68,362951.27,175606.68,Prunus Kanzan,Cherry,Kanzan cherry,Prunus Kanzan,5.0,4.0,0.16,Not Applicable,10.0,463,PK00054283,Fishponds Road,200046.0,,,PK: Tree - Highways Adopted,1,Number,4560519,TR,362951.27,175606.68,N,RY04,362951.27,175606.68,362951.27,175606.68,,PRKA,Prunus Kanzan,,Cherry,Kanzan cherry,4 Metres,5 Metres,Up to 20 M2 (New),16 Centimetres,Risk Zone B (3),,No Code Allocated,PK00054283,,,N,,TR,,,,Prunus Kanzan,Risk Zone B (3),Not Applicable,No Code Allocated,,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,,Not Applicable,PARKS_EDIT,2026/03/10 05:14:23+00,PARKS_EDIT,2026/03/10 05:14:23+00,16.0,4.0,deciduous,4.0,0.0,observed,observed
26619931,Fishponds Road,363175.43,175735.58,363175.43,175735.58,363175.43,175735.58,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,11.0,14.0,0.6900000000000001,Not Applicable,150.05,463,PK00054284,Fishponds Road,200047.0,,,PK: Tree - Highways Adopted,1,Number,4560519,TR,363175.43,175735.58,N,RY04,363175.43,175735.58,363175.43,175735.58,,PLAC,Platanus x acerifolia,,Plane,London plane,14 Metres,11 Metres,100.1 - 200 M2 (New),69 Centimetres,Risk Zone B (3),,No Code Allocated,PK00054284,,,N,,TR,,,,Platanus x acerifolia,Risk Zone B (3),Not Applicable,No Code Allocated,,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,,Not Applicable,PARKS_EDIT,2026/03/10 05:14:23+00,PARKS_EDIT,2026/03/10 05:14:23+00,69.0,14.0,deciduous,14.0,0.0,observed,observed
26619966,Fishponds Road,362898.19,175550.54,362898.19,175550.54,362898.19,175550.54,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,5.0,6.0,,Planting Season 11/12,10.0,463,PK00213775,Fishponds Road,200087.0,,,PK: Tree - BCC Other,1,Number,4560519,TR,362898.19,175550.54,N,RY04,362898.19,175550.54,362898.19,175550.54,,PLAC,Platanus x acerifolia,,Plane,London plane,6 Metres,5 Metres,Up to 20 M2 (New),No Code Allocated,Risk Zone B (3),,No Code Allocated,PK00213775,,,N,,TR,,,,Platanus x acerifolia,Risk Zone B (3),Extra Large,No Code Allocated,,Planting Season 11/12,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,,Not Applicable,PARKS_EDIT,2026/03/10 05:14:23+00,PARKS_EDIT,2026/03/10 05:14:23+00,,6.0,deciduous,6.0,0.0,observed,observed
26619967,Fishponds Road,362891.95,175547.0,362891.95,175547.0,362891.95,175547.0,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,5.0,6.0,,Planting Season 11/12,10.0,463,PK00213776,Fishponds Road,200088.0,,,PK: Tree - BCC Other,1,Number,4560519,TR,362891.95,175547.0,N,RY04,362891.95,175547.0,362891.95,175547.0,,PLAC,Platanus x acerifolia,,Plane,London plane,6 Metres,5 Metres,Up to 20 M2 (New),No Code Allocated,Risk Zone B (3),,No Code Allocated,PK00213776,,,N,,TR,,,,Platanus x acerifolia,Risk Zone B (3),Extra Large,No Code Allocated,,Planting Season 11/12,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,,Not Applicable,PARKS_EDIT,2026/03/10 05:14:23+00,PARKS_EDIT,2026/03/10 05:14:23+00,,6.0,deciduous,6.0,0.0,observed,observed
26619968,Fishponds Road,362885.36,175541.6,362885.36,175541.6,362885.36,175541.6,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,5.0,6.0,,Planting Season 11/12,10.0,463,PK00213777,Fishponds Road,200089.0,,,PK: Tree - BCC Other,1,Number,4560519,TR,362885.36,175541.6,N,RY04,362885.36,175541.6,362885.36,175541.6,,PLAC,Platanus x acerifolia,,Plane,London plane,6 Metres,5 Metres,Up to 20 M2 (New),No Code Allocated,Risk Zone B (3),,No Code Allocated,PK00213777,,,N,,TR,,,,Platanus x acerifolia,Risk Zone B (3),Extra Large,No Code Allocated,,Planting Season 11/12,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,,Not Applicable,PARKS_EDIT,2026/03/10 05:14:23+00,PARKS_EDIT,2026/03/10 05:14:23+00,,6.0,deciduous,6.0,0.0,observed,observed
26619969,Fishponds Road,362875.58,175534.64,362875.58,175534.64,362875.58,175534.64,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,5.0,6.0,,Planting Season 11/12,,463,PK00213778,Fishponds Road,200090.0,,,PK: Tree - BCC Other,1,Number,4560519,TR,362875.58,175534.64,N,RY04,362875.58,175534.64,362875.58,175534.64,,PLAC,Platanus x acerifolia,,Plane,London plane,6 Metres,5 Metres,,No Code Allocated,Risk Zone B (3),,No Code Allocated,PK00213778,,,N,,TR,,,,Platanus x acerifolia,Risk Zone B (3),Extra Large,No Code Allocated,,Planting Season 11/12,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,,Not Applicable,PARKS_EDIT,2026/03/10 05:14:23+00,PARKS_EDIT,2026/03/10 05:14:23+00,,6.0,deciduous,6.0,0.0,observed,observed
26619970,Fishponds Road,362865.23,175528.18,362865.23,175528.18,362865.23,175528.18,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,6.0,6.0,,Planting Season 11/12,,463,PK00213779,Fishponds Road,200091.0,,,PK: Tree - BCC Other,1,Number,4560519,TR,362865.23,175528.18,N,RY04,362865.23,175528.18,362865.23,175528.18,,PLAC,Platanus x acerifolia,,Plane,London plane,6 Metres,6 Metres,,No Code Allocated,Risk Zone B (3),,No Code Allocated,PK00213779,,,N,,TR,,,,Platanus x acerifolia,Risk Zone B (3),Extra Large,No Code Allocated,,Planting Season 11/12,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,,Not Applicable,PARKS_EDIT,2026/03/10 05:14:23+00,PARKS_EDIT,2026/03/10 05:14:23+00,,6.0,deciduous,6.0,0.0,observed,observed
26619971,Fishponds Road,362854.9,175521.3,362854.9,175521.3,362854.9,175521.3,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,5.0,5.0,,Planting Season 11/12,,463,PK00213780,Fishponds Road,200092.0,,,PK: Tree - BCC Other,1,Number,4560519,TR,362854.9,175521.3,N,RY04,362854.9,175521.3,362854.9,175521.3,,PLAC,Platanus x acerifolia,,Plane,London plane,5 Metres,5 Metres,,No Code Allocated,Risk Zone B (3),,No Code Allocated,PK00213780,,,N,,TR,,,,Platanus x acerifolia,Risk Zone B (3),Extra Large,No Code Allocated,,Planting Season 11/12,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,,Not Applicable,PARKS_EDIT,2026/03/10 05:14:23+00,PARKS_EDIT,2026/03/10 05:14:23+00,,5.0,deciduous,5.0,0.0,observed,observed
26619972,Fishponds Road,362842.81,175514.66,362842.81,175514.66,362842.81,175514.66,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,5.0,6.0,,Planting Season 11/12,,463,PK00213781,Fishponds Road,200093.0,,,PK: Tree - BCC Other,1,Number,4560519,TR,362842.81,175514.66,N,RY04,362842.81,175514.66,362842.81,175514.66,,PLAC,Platanus x acerifolia,,Plane,London plane,6 Metres,5 Metres,,No Code Allocated,Risk Zone B (3),,No Code Allocated,PK00213781,,,N,,TR,,,,Platanus x acerifolia,Risk Zone B (3),Extra Large,No Code Allocated,,Planting Season 11/12,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,,Not Applicable,PARKS_EDIT,2026/03/10 05:14:23+00,PARKS_EDIT,2026/03/10 05:14:23+00,,6.0,deciduous,6.0,0.0,observed,observed
26619973,Fishponds Road,362832.62,175507.83,362832.62,175507.83,362832.62,175507.83,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,4.0,4.0,,Planting Season 11/12,,463,PK00213782,Fishponds Road,200094.0,,,PK: Tree - BCC Other,1,Number,4560519,TR,362832.62,175507.83,N,RY04,362832.62,175507.83,362832.62,175507.83,,PLAC,Platanus x acerifolia,,Plane,London plane,4 Metres,4 Metres,,No Code Allocated,Risk Zone B (3),,No Code Allocated,PK00213782,,,N,,TR,,,,Platanus x acerifolia,Risk Zone B (3),Extra Large,No Code Allocated,,Planting Season 11/12,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,,Not Applicable,PARKS_EDIT,2026/03/10 05:14:23+00,PARKS_EDIT,2026/03/10 05:14:23+00,,4.0,deciduous,4.0,0.0,observed,observed
26620902,Old Market Street Roundabout,359524.1,173136.5,359524.1,173136.5,359524.1,173136.5,Prunus serrula cv,Cherry,Japanese cherry cultivar,Prunus serrula cv,6.0,6.0,0.21,Not Applicable,10.0,500,PK00144431,Old Market Street Roundabout,200022.0,,,PK: Tree - Highways Adopted,1,Number,4539533,TR,359524.1,173136.5,N,RY04,359524.1,173136.5,359524.1,173136.5,,PRSR,Prunus serrula cv,,Cherry,Japanese cherry cultivar,6 Metres,6 Metres,Up to 20 M2 (New),21 Centimetres,Risk Zone B (3),,No Code Allocated,PK00144431,,,N,,TR,,,,Prunus serrula cv,Risk Zone B (3),Not Applicable,No Code Allocated,,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,,Not Applicable,PARKS_EDIT,2026/03/10 05:14:23+00,PARKS_EDIT,2026/03/10 05:14:23+00,21.0,6.0,deciduous,6.0,0.0,observed,observed
26620910,Old Market Street Roundabout,359533.22,173104.24,359533.22,173104.24,359533.22,173104.24,Prunus serrula cv,Cherry,Japanese cherry cultivar,Prunus serrula cv,6.0,6.0,0.19,Not Applicable,10.0,500,PK00144425,Old Market Street Roundabout,100015.0,,,PK: Tree - Highways Adopted,1,Number,4539533,TR,359533.22,173104.24,N,RY04,359533.22,173104.24,359533.22,173104.24,,PRSR,Prunus serrula cv,,Cherry,Japanese cherry cultivar,6 Metres,6 Metres,Up to 20 M2 (New),19 Centimetres,Risk Zone B (3),,No Code Allocated,PK00144425,,,N,,TR,,,,Prunus serrula cv,Risk Zone B (3),Not Applicable,No Code Allocated,,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,,Not Applicable,PARKS_EDIT,2026/03/10 05:14:23+00,PARKS_EDIT,2026/03/10 05:14:23+00,19.0,6.0,deciduous,6.0,0.0,observed,observed
26620911,Old Market Street Roundabout,359525.47,173111.36,359525.47,173111.36,359525.47,173111.36,Prunus serrula cv,Cherry,Japanese cherry cultivar,Prunus serrula cv,6.0,6.0,0.2,Not Applicable,10.0,500,PK00144426,Old Market Street Roundabout,200017.0,,,PK: Tree - Highways Adopted,1,Number,4539533,TR,359525.47,173111.36,N,RY04,359525.47,173111.36,359525.47,173111.36,,PRSR,Prunus serrula cv,,Cherry,Japanese cherry cultivar,6 Metres,6 Metres,Up to 20 M2 (New),20 Centimetres,Risk Zone B (3),,No Code Allocated,PK00144426,,,N,,TR,,,,Prunus serrula cv,Risk Zone B (3),Not Applicable,No Code Allocated,,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,,Not Applicable,PARKS_EDIT,2026/03/10 05:14:23+00,PARKS_EDIT,2026/03/10 05:14:23+00,20.0,6.0,deciduous,6.0,0.0,observed,observed
26620912,Old Market Street Roundabout,359521.28,173126.02,359521.28,173126.02,359521.28,173126.02,Prunus serrula cv,Cherry,Japanese cherry cultivar,Prunus serrula cv,6.0,6.0,0.2,Not Applicable,10.0,500,PK00144428,Old Market Street Roundabout,200019.0,,,PK: Tree - Highways Adopted,1,Number,4539533,TR,359521.28,173126.02,N,RY04,359521.28,173126.02,359521.28,173126.02,,PRSR,Prunus serrula cv,,Cherry,Japanese cherry cultivar,6 Metres,6 Metres,Up to 20 M2 (New),20 Centimetres,Risk Zone B (3),,No Code Allocated,PK00144428,,,N,,TR,,,,Prunus serrula cv,Risk Zone B (3),Not Applicable,No Code Allocated,,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,,Not Applicable,PARKS_EDIT,2026/03/10 05:14:23+00,PARKS_EDIT,2026/03/10 05:14:23+00,20.0,6.0,deciduous,6.0,0.0,observed,observed
26620913,Old Market Street Roundabout,359527.03,173137.45,359527.03,173137.45,359527.03,173137.45,Arbutus unedo,Strawberry Tree,Strawberry tree,Arbutus unedo,4.0,4.0,0.12,Not Applicable,10.0,500,PK00144430,Old Market Street Roundabout,200021.0,,,PK: Tree - Highways Adopted,1,Number,4539533,TR,359527.03,173137.45,N,RY04,359527.03,173137.45,359527.03,173137.45,,ARUN,Arbutus unedo,,Strawberry Tree,Strawberry tree,4 Metres,4 Metres,Up to 20 M2 (New),12 Centimetres,Risk Zone B (3),,No Code Allocated,PK00144430,,,N,,TR,,,,Arbutus unedo,Risk Zone B (3),Not Applicable,No Code Allocated,,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,,Not Applicable,PARKS_EDIT,2026/03/10 05:14:23+00,PARKS_EDIT,2026/03/10 05:14:23+00,12.0,4.0,evergreen,4.0,0.0,observed,observed
26620914,Old Market Street Roundabout,359552.15,173144.92,359552.15,173144.92,359552.15,173144.92,Prunus serrula cv,Cherry,Japanese cherry cultivar,Prunus serrula cv,6.0,5.0,0.21,Not Applicable,10.0,500,PK00144432,Old Market Street Roundabout,200023.0,,,PK: Tree - Highways Adopted,1,Number,4539533,TR,359552.15,173144.92,N,RY04,359552.15,173144.92,359552.15,173144.92,,PRSR,Prunus serrula cv,,Cherry,Japanese cherry cultivar,5 Metres,6 Metres,Up to 20 M2 (New),21 Centimetres,Risk Zone B (3),,No Code Allocated,PK00144432,,,N,,TR,,,,Prunus serrula cv,Risk Zone B (3),Not Applicable,No Code Allocated,,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,,Not Applicable,PARKS_EDIT,2026/03/10 05:14:23+00,PARKS_EDIT,2026/03/10 05:14:23+00,21.0,5.0,deciduous,5.0,0.0,observed,observed
26620915,Old Market Street Roundabout,359555.95,173135.67,359555.95,173135.67,359555.95,173135.67,Prunus serrula cv,Cherry,Japanese cherry cultivar,Prunus serrula cv,6.0,6.0,0.2,Not Applicable,10.0,500,PK00144433,Old Market Street Roundabout,200024.0,,,PK: Tree - Highways Adopted,1,Number,4539533,TR,359555.95,173135.67,N,RY04,359555.95,173135.67,359555.95,173135.67,,PRSR,Prunus serrula cv,,Cherry,Japanese cherry cultivar,6 Metres,6 Metres,Up to 20 M2 (New),20 Centimetres,Risk Zone B (3),,No Code Allocated,PK00144433,,,N,,TR,,,,Prunus serrula cv,Risk Zone B (3),Not Applicable,No Code Allocated,,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,,Not Applicable,PARKS_EDIT,2026/03/10 05:14:23+00,PARKS_EDIT,2026/03/10 05:14:23+00,20.0,6.0,deciduous,6.0,0.0,observed,observed
26620916,Old Market Street Roundabout,359558.88,173118.79,359558.88,173118.79,359558.88,173118.79,Prunus serrula cv,Cherry,Japanese cherry cultivar,Prunus serrula cv,6.0,6.0,0.2,Not Applicable,10.0,500,PK00144434,Old Market Street Roundabout,200025.0,,,PK: Tree - Highways Adopted,1,Number,4539533,TR,359558.88,173118.79,N,RY04,359558.88,173118.79,359558.88,173118.79,,PRSR,Prunus serrula cv,,Cherry,Japanese cherry cultivar,6 Metres,6 Metres,Up to 20 M2 (New),20 Centimetres,Risk Zone B (3),,No Code Allocated,PK00144434,,,N,,TR,,,,Prunus serrula cv,Risk Zone B (3),Not Applicable,No Code Allocated,,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,,Not Applicable,PARKS_EDIT,2026/03/10 05:14:23+00,PARKS_EDIT,2026/03/10 05:14:23+00,20.0,6.0,deciduous,6.0,0.0,observed,observed
